"county_name","state_name","population_size","percent_1to9","percent_10to14","percent_15to19","percent_20to34","percent_35to44","percent_45to64","percent_65plus","median_household_income","median_houshold_year_round_incomes","percent_25year_above_high_school","percent_25year_above_professional_diploma","percent_25year_above_bachelors_degree","percent_25year_above_bacholors_above","management_business_science_arts","service_occupations","sales_office_occupation","naturalresources_construction_maintenance","production_transportation_materialmoving","median_age","avg_house_hold_size"
"Ashtabula County"," Ohio","97493","11.8","6.7","5.4","17.3","24.6","15.2","16.7","28038","79978","41.6","10.2","6.7","16.9","31.9","16.2","17.4","12.5","22","43.1","3"
"Belmont County"," Ohio","67505","10","5.9","5.2","17.1","24.6","15.9","18.2","30236","83424","43.2","12.3","5.2","17.5","25.2","17.8","25","13.9","18.2","45.1","3"
"Hancock County"," Ohio","75930","12.2","5.5","7.2","19.5","24.8","13.9","14.3","33933","89474","36.2","15.7","9.7","25.4","33.7","19","19.7","6.6","20.9","39.6","3"
"Ross County"," Ohio","76931","10.9","5.7","6.4","18.4","27.3","13.9","16.5","32230","89013","40.1","9.3","6.7","16","34.1","16.9","16.9","8.9","23.3","41.5","3"
"Stark County"," Ohio","371574","11.7","6","6.3","17.7","24.3","14.6","16.7","31333","88617","38.1","14.4","7.6","22","33.1","17.2","23.4","7.5","18.8","42","3"
"Tuscarawas County"," Ohio","92176","12.9","5.7","6.3","17.8","23.7","14","17.1","31358","86894","43.3","10.7","8","18.8","29.5","20.4","15.9","10.4","23.8","41","3"
"Comanche County"," Oklahoma","120422","12.6","7.3","6.9","25.3","23.8","11.6","11.1","27497","72390","30.5","13.2","10.8","24","39.3","20.3","19.8","7.8","12.8","33.3","3"
"Oklahoma County"," Oklahoma","792582","14.5","7.2","6.3","22.2","24.2","11.9","11.9","31034","82943","24.9","20.4","11.9","32.3","36.8","18.7","23.7","9.5","11.4","34.8","3"
"Pottawatomie County"," Oklahoma","72679","12.2","7.2","7.2","19.4","24.8","13","13.8","29257","77704","34.6","12.7","8.4","21.1","32.8","15.7","22.1","11.9","17.4","37.5","3"
"Armstrong County"," Pennsylvania","65263","9.9","5.8","5.3","15.7","25","16.5","19","33873","86470","45.7","14.2","6.1","20.3","31.7","16.9","17.8","12.8","20.8","46.6","3"
"Blair County"," Pennsylvania","122492","11.2","5.1","6.1","17.5","24.8","14.5","18.3","31064","86385","45.6","12.2","8.3","20.5","30.1","17.2","26.3","9.6","16.8","44","3"
"Crawford County"," Pennsylvania","85063","10.5","6.4","6.9","17.1","23.5","15","18.6","30464","81543","47.1","13.3","7.6","20.8","31.9","19.6","16.9","9.1","22.4","43.2","3"
"Fayette County"," Pennsylvania","130441","10.6","5.3","4.9","17.6","24.9","15.4","18.2","32289","86581","48.2","11.7","6.2","17.9","32","16.6","22.1","10.3","19.1","45.1","3"
"York County"," South Carolina","274118","13.3","6.8","6.8","18.1","27.9","12.6","13.3","35263","96996","24.7","23.4","10.4","33.8","40.7","15.1","20.8","8.1","15.3","39","3"
"Madison County"," Tennessee","97605","11.6","7.1","6.6","20.4","23.7","13.6","14.7","31097","80938","32.2","15.6","9.3","25","36.3","21.2","21.2","8.7","12.6","38.7","3"
"Bell County"," Texas","355642","15.9","7.7","7","24.9","24","9.8","10","30854","81374","27.4","16","9","25","31.7","22.5","20.4","11.7","13.7","30.9","3"
"Cameron County"," Texas","423908","16.4","8.6","8.6","19.5","23.5","9.7","11.7","22464","60534","27.6","11.8","5.2","17","26.6","28.6","22.3","10.9","11.6","32.4","4"
"Ellis County"," Texas","179436","14.4","7.4","7.4","19.1","26.7","12.3","11.5","37697","100058","28.3","18.5","8.1","26.6","37.1","14.1","20.8","13.1","14.9","36.5","3"
"Harris County"," Texas","4698619","14.6","7.7","6.9","22.8","26.8","10.7","9.5","33996","89459","23.4","19.9","11.7","31.6","35.9","17.5","20.8","12.1","13.7","33.7","4"
"Jefferson County"," Texas","255001","13","7.4","6.3","21.4","25","12.7","12.3","31487","86394","31","14.4","6","20.4","29.8","16.6","22.2","14.7","16.8","36.3","3"
"Liberty County"," Texas","86323","13.9","7.8","7.5","20.6","25.4","12.2","11.9","34476","82998","38.8","6.8","3.1","9.9","-999999999","-999999999","-999999999","-999999999","-999999999","35.3","4"
"Lubbock County"," Texas","307412","13.6","6.3","8.7","26.5","22.1","10.6","10.8","28783","83788","26.8","19.1","10.3","29.4","38","17.8","23.3","8.8","12","31.1","3"
"Taylor County"," Texas","137640","13.4","7.6","8.3","23.7","21.7","11.3","12.2","28201","76808","29.7","18","9.3","27.3","32.4","20.4","22.8","10.3","14.1","33.4","3"
"Walker County"," Texas","72480","8.3","4.6","7.7","26.4","28.7","11.6","11.3","24928","75505","40.4","13.7","7.1","20.8","-999999999","-999999999","-999999999","-999999999","-999999999","37.2","3"
"Webb County"," Texas","275910","17.6","9.7","9.1","21.5","24","8.6","8.5","25163","70009","21.4","14.7","5.2","19.9","23","22.4","28.3","11.7","14.6","29","4"
"Weber County"," Utah","256359","15.6","7.9","7.3","22","24.8","10.9","10.2","32374","88744","27.4","17","7.3","24.2","32.3","14.9","25.1","10.6","17.2","33.2","3"
"Chittenden County"," Vermont","164572","9","5.6","8.5","25","23.3","12.7","14","35586","105392","16.9","34","19.9","53.9","52.1","16.2","17.6","6.1","8","36","3"
"James City County"," Virginia","76397","10.6","6.1","6.8","14.3","22.5","14.2","22.8","38346","100518","21.1","30.8","21.8","52.6","48.5","16.5","21.8","6.1","7.1","46.8","3"
"Roanoke County"," Virginia","94073","10.1","6","6.3","17.5","25","14.2","18.7","40716","96908","25.4","23","14.4","37.4","44.9","12.8","22.7","6.9","12.6","43.4","3"
"Rockingham County"," Virginia","81244","11.9","6.1","7.1","17.6","25","13.6","16.3","32178","81940","36.8","16","11.2","27.2","32.6","18","20.7","10.7","18.1","41.1","3"
"Newport News city"," Virginia","178626","12.9","6.5","7.5","24.6","23.3","11.9","12","31642","79230","29.2","19.3","8.7","27.9","32.1","21.1","18.7","8.7","19.4","33.8","3"
"Norfolk city"," Virginia","244076","11.5","5.4","7","32.6","21.3","10.9","9.6","27022","72729","23.3","18.1","11.2","29.4","33.5","20.6","23.5","10.5","11.8","30.7","3"
"Portsmouth city"," Virginia","94632","14.8","4.9","5.5","23.9","23.7","12.4","13.1","30430","77596","35.3","10.6","7.1","17.7","27.8","20.3","23.4","11.5","17","35.3","3"
"Virginia Beach city"," Virginia","450189","12.4","6","5.7","23.8","25.5","12.4","12.4","39690","98227","20.8","23.3","14.4","37.7","42.5","15.2","22","10.2","10","36.5","3"
"Chelan County"," Washington","77036","14.2","5.7","4.8","19.3","23.5","13.9","16.7","30710","74001","28.4","15.7","10.7","26.4","35.4","19.2","11.9","16.3","17.2","39.2","3"
"Berkeley County"," West Virginia","117123","11.8","6.8","6.5","19.3","27.3","13.3","13.8","34004","90111","37","15","6.8","21.7","32.7","20.5","18.6","7.8","20.4","39.4","3"
"Wood County"," West Virginia","84203","10.8","6.7","5.6","17.1","25","14.4","18.5","29612","74146","35.3","13.3","7.4","20.6","34.1","20.1","25.6","6.9","13.3","43.4","3"
"Kenosha County"," Wisconsin","169290","11","7.3","7.7","19.2","26.7","14.2","12","34136","92990","27.2","17","8.5","25.4","31.5","15.7","25","8.5","19.3","38.8","3"
"Marathon County"," Wisconsin","135428","12.1","6.6","6.3","17.5","25.5","14.6","15.3","36191","92100","32.9","18.7","9","27.7","37.4","14.8","20.4","8.6","18.9","40.6","3"
"Natrona County"," Wyoming","79115","12.6","7","6.8","20","24.8","13.8","12.9","40122","94948","25","15.9","9.1","25","36","16.9","20.9","11.9","14.3","37.2","3"
"Houston County"," Alabama","104722","12.1","6.7","6.3","19","24.8","13.1","16.1","30258","80767","32","13.3","7.6","20.9","30.1","19.4","25.3","9.5","15.7","40.2","3"
"Marshall County"," Alabama","96109","13.2","7.6","6.5","16.9","25.7","12.8","15.3","27383","73015","30.8","14.5","8.1","22.6","32.7","15.7","19.7","10.2","21.7","39","3"
"Montgomery County"," Alabama","225763","13.1","6.4","6.7","21.4","24.7","12.6","13.5","30064","84069","27.2","17.4","13.9","31.3","37.6","16.1","22.9","5","18.4","37.2","3"
"Navajo County"," Arizona","110445","13.8","8.4","7.2","17.4","21.6","13.2","16.3","24121","73367","31.3","8.2","6","14.3","32.4","26.4","18.9","11.8","10.6","38.5","4"
"Craighead County"," Arkansas","108558","14.6","6.5","7.9","23","23.5","10.7","13","30655","81615","35","17.9","10.1","28","39.8","17.2","18.7","8.9","15.5","34","3"
"San Bernardino County"," California","2171603","14.3","7.5","7.3","22.9","25.2","11.3","10.4","32086","88084","26.7","13.9","7.5","21.4","29.5","18.4","21.5","10.8","19.9","33.6","4"
"San Diego County"," California","3343364","11.9","6.2","6.2","24.1","25.8","11.8","12.2","36890","104344","18.5","23.1","15.3","38.4","41.3","19.8","21.2","7.6","10.1","36.1","3"
"San Joaquin County"," California","752660","14.6","7.9","7.4","20.9","25.3","11.1","11.2","34023","88887","30.8","12.4","5.5","17.9","27.3","17.5","20.3","15.3","19.6","34.5","4"
"Santa Barbara County"," California","446527","12.2","6.6","8.6","24","22.1","11.3","13.1","29099","90239","18.8","20","14.7","34.8","36.6","19.9","18.5","14.9","10.1","34","3"
"Tulare County"," California","465861","16.4","9.2","8.2","21.1","23.7","10.1","10","26704","78833","25.5","10.1","5.8","15.9","27.5","17.5","20.4","19.4","15.2","31.4","4"
"Mesa County"," Colorado","153207","12.7","5.6","6.9","18.7","23.6","13.8","16.2","32861","97558","26.8","19.3","10.7","30","41.5","15.8","19.4","12.3","11.1","41","3"
"Hartford County"," Connecticut","892697","10.7","6.3","6.5","19.6","25.7","13.8","14.6","42378","120912","26.7","21.7","16.8","38.5","43.2","15.8","22.1","6.1","12.8","40.3","3"
"Windham County"," Connecticut","117027","9.3","6.1","7.8","19.5","25.9","15.2","13.8","33365","97353","33.3","15.1","8.9","24","32.9","20.4","22.4","10.5","13.8","41","3"
"Bay County"," Florida","185287","12.5","5.5","5.9","19.3","25","14.9","14.9","30825","80433","33.5","15.3","7.5","22.7","30.9","23.2","24.6","8.8","12.5","39.6","3"
"Broward County"," Florida","1951260","11.1","6.4","5.7","19.2","27.5","13.4","14.6","32612","87371","27.2","19.8","12.6","32.3","35.9","20.3","25.1","8.5","10.3","40.4","4"
"Collier County"," Florida","378488","8.4","5.6","5.3","13.9","21","13.5","27.5","30813","80915","23.5","22.6","15.6","38.3","31.7","24.5","20.3","15.5","8","51.6","3"
"Escambia County"," Florida","315534","10.9","6.8","6.8","22.2","22.9","13.6","14.9","31180","82889","27.7","17.4","9.7","27.1","33.5","18.1","26.6","9.7","12.1","38.1","3"
"Miami-Dade County"," Florida","2761581","11.1","5.7","5.7","20.4","28.4","12.5","13.7","30280","73596","26.9","19.9","11.6","31.4","32.6","20.7","25.2","10.1","11.4","40.1","4"
"Bartow County"," Georgia","106408","12.3","6.9","7.5","19.7","27","12.9","12.3","31793","80578","37.8","11.6","5.8","17.4","29.2","18","22.9","11.9","18","38.3","3"
"Elkhart County"," Indiana","205560","14.7","8.3","6.9","19.4","24.2","12","12.5","32301","82916","34.8","13.2","6.8","20","27.8","13.8","21.5","8.5","28.4","35.5","3"
"Marion County"," Indiana","954670","14","6.8","6.2","23.7","24.6","12","11.1","32221","86469","27.9","20.8","10.5","31.2","35.2","16.2","22.8","7.5","18.2","34.5","3"
"Morgan County"," Indiana","70116","11.9","6.9","6.2","17","25.7","15.5","14.6","35401","94277","36.9","12","7.3","19.3","31.8","18.3","18.3","10.7","20.9","41.4","3"
"Dallas County"," Iowa","90180","15.9","7.8","6.7","19.5","28.9","9.3","10","50392","123483","19.9","32.2","14.9","47.1","49.7","14.7","19.4","7.7","8.5","35","3"
"Butler County"," Kansas","66765","11.9","8.6","7.5","17.9","25.2","13.7","13.4","35205","96419","26.6","19","10.7","29.7","39.8","15.9","22.1","9.1","13","38.8","3"
"Douglas County"," Kansas","121436","9.7","5.4","9.2","32.7","20.8","9.7","10.6","27259","94406","14.9","26.9","29.3","56.2","44.2","18","20.6","7.1","10.1","30.2","3"
"Leavenworth County"," Kansas","81352","13.7","6.7","6.6","17","27.7","13.4","12.9","31721","91478","33.7","18.4","11.6","30","34","21.3","20.2","8.9","15.6","38.6","3"
"Riley County"," Kansas","73703","9.1","4.7","10.3","43.5","15.1","7.9","8.1","19698","74972","18.5","25.7","21.5","47.2","45.6","18.8","19.6","7.7","8.3","25","3"
"Shawnee County"," Kansas","177499","12.3","7.2","6.8","17.7","24.3","13.3","16.4","34109","90114","30.8","20.2","10.5","30.7","40.3","15.6","19.7","10.2","14.2","39.3","3"
"Fayette County"," Kentucky","323780","12","5.6","6.4","26.2","24.8","11.7","11.9","31203","88703","17.9","24.6","20.3","44.8","43.9","17.1","22.6","5.4","10.9","34.9","3"
"Caddo Parish"," Louisiana","242922","12.6","7.4","5.7","20.2","23.5","13.4","15","26854","76082","34.6","13.5","8.4","21.9","32.3","22.3","23.2","9","13.2","38","3"
"Livingston Parish"," Louisiana","139567","13.7","7.6","6.6","19.9","27.3","11.4","12.4","44915","109602","37.6","15.2","6.8","22","35","11.9","23","19.3","10.8","37.1","3"
"Rapides Parish"," Louisiana","130562","14.1","6.3","7","18.9","24.2","13.2","14.7","31126","84162","39.9","13.4","7.3","20.7","35.5","20.3","22.9","8.3","13.1","37.5","3"
"Kennebec County"," Maine","122083","9.5","6.1","5.7","17.8","24.7","15.9","17.5","31777","82524","34","17","10.1","27.1","33.4","19.4","24.9","9.7","12.6","44.4","3"
"Hampshire County"," Massachusetts","161355","6.5","4.9","11.7","24.4","21.8","13.5","15.5","31172","116527","22.6","22.3","26.8","49.1","51.2","18.1","17.4","6.2","7.2","37.6","3"
"Clinton County"," Michigan","79332","10.8","7.5","6.4","18.7","25.4","13.9","15.9","35780","95463","26.3","20","9","29.1","36.8","16.4","22.7","9.1","15.1","40","3"
"Genesee County"," Michigan","406892","11.4","7","6.4","18.7","24.6","14.4","15.6","30173","87104","31.9","14.2","8","22.2","33","19.1","20.3","8.1","19.6","40.9","3"
"Lapeer County"," Michigan","88028","9.3","7.1","6.5","16.1","26.1","16.8","16.6","31994","94103","37.3","11.6","5.7","17.2","31.1","14.2","18.2","14.8","21.6","44.7","3"
"Saginaw County"," Michigan","190800","11.2","6.4","7","18.6","23.5","14","16.5","30287","89094","33.9","12.9","7.7","20.6","33","20.7","21","7.2","18.1","40.9","3"
"St. Clair County"," Michigan","159337","10.2","6.4","6.3","16.3","26","16","17.1","33016","95619","34","12.1","7.2","19.3","31.5","16.7","19.5","12.5","19.8","44.3","3"
"Wright County"," Minnesota","136349","14.1","8.9","7.2","16.9","27.9","12.3","11.5","45418","108077","30.5","18.7","9.4","28.2","35.8","11.2","24.3","13.9","14.7","37.8","3"
"Jackson County"," Mississippi","143277","10.4","9","7","18.3","26.6","13","15.3","30956","82240","27.4","14.2","7.7","22","36.6","17.3","18","11.7","16.4","39","3"
"Cape Girardeau County"," Missouri","78753","12.1","6.4","7","23.5","21.9","12.6","14.1","27062","78815","32.2","19.3","12.1","31.4","32.7","20.1","22.6","10.6","14.1","36","3"
"Jackson County"," Missouri","700307","13.3","6.5","6","21.7","24.6","13.1","13","35204","90916","27.7","20.1","11.6","31.7","38.8","16.9","22.3","8.3","13.7","36.7","3"
"Cascade County"," Montana","81643","12.4","6.2","5","21.7","22.8","13.6","16","32493","83674","31.4","15.6","8.6","24.3","37.1","17.2","25.1","9","11.6","37.7","3"
"Clark County"," Nevada","2231647","12.5","6.9","6.1","20.9","27.1","11.8","13.3","33537","84738","28.1","16.1","8.5","24.6","29.4","27.1","23.8","8.2","11.5","37.6","3"
"Albany County"," New York","307117","9.3","5.6","7.8","23.5","23.7","13","14.8","36821","107120","23.6","20","22","42","45.7","18.9","22.4","4.3","8.7","37.9","3"
"Broome County"," New York","191659","10.7","5.2","7.9","20.8","22","14.3","15.9","28398","87972","32.9","15.7","12.4","28.1","37.7","22.1","19.8","5.7","14.6","40.2","3"
"Clinton County"," New York","80695","9.1","5.3","7.6","22.8","23.8","14.7","14.9","35952","93198","35.6","12.7","14.2","26.9","33.4","23.6","18.9","8","16.1","39.5","3"
"Dutchess County"," New York","293718","9.6","5.5","7.3","19.3","25.7","15.2","15.3","39770","114268","25.9","19.4","17.7","37.2","40.8","21.3","20.9","8.9","8","42.5","3"
"Erie County"," New York","919719","11.1","5.5","6.5","20.6","23.9","14.4","15.4","36167","97677","26.8","20","15.7","35.7","40.7","18.3","23.1","6.6","11.2","40.3","3"
"Livingston County"," New York","63227","9.3","5","9.6","19.4","23.9","15.3","16","36109","98637","32.6","13.8","13.5","27.3","36.2","17.7","19.9","12.7","13.4","42.3","3"
"New York County"," New York","1628701","8.3","3.9","4.2","29.2","26.5","11.3","14.1","61224","167179","13.1","32.1","29.2","61.4","60.7","14.2","18.4","2.1","4.5","37.6","3"
"Saratoga County"," New York","230163","10.4","5.8","6.8","17.6","27.3","14.4","16","44754","122314","23.5","23.5","18.9","42.4","46.5","16.7","21.6","6.2","9","42.8","3"
"Suffolk County"," New York","1481093","10.8","6.4","6.6","18.4","26.5","14.5","14.8","46976","124498","27.4","20","16.9","36.9","40.7","17.5","23.6","8.8","9.5","41.8","3"
"Alamance County"," North Carolina","166436","12.1","6.1","8.4","18.4","24.8","13.1","15.1","31953","84085","28.6","18.7","6.9","25.7","30.8","14.9","24.9","10.3","19.1","39.8","3"
"Burke County"," North Carolina","90382","10.2","5.5","5.3","17.1","26.3","15.7","18.1","29098","73110","31.3","10.9","5.9","16.8","31.9","19.4","17.6","8.9","22.3","44.4","3"
"Catawba County"," North Carolina","158652","11","7.3","6.4","17.5","26","14.2","15.8","31122","81312","31.4","17.3","7","24.2","29","16.7","21.7","8.2","24.4","41.3","3"
"Cleveland County"," North Carolina","97645","11.5","6.4","7.2","17.6","24.4","14.2","16.4","29126","73088","33.1","11.7","6.7","18.4","30.4","18.9","17.3","10","23.3","42","3"
"Johnston County"," North Carolina","202675","13.3","7.9","6.6","17.8","29","11.8","12","31858","85035","29.1","15.4","6.6","22.1","34.8","17.2","22","12.6","13.4","38","3"
"Moore County"," North Carolina","98682","11.2","4.8","7.7","15.2","23.6","13.5","20.8","33374","89470","20.9","23.3","16.3","39.6","39.8","23.5","19.7","6.8","10.2","45.5","3"
"Orange County"," North Carolina","146027","9.4","7","10.1","23","24.2","12.1","13.5","31202","116111","11.8","26.6","35.4","62","56.1","18.3","17","4","4.5","35.6","3"
"Union County"," North Carolina","235908","12.3","9.1","8.6","15.7","29.7","11.9","11.4","37249","107333","23.3","26.9","13","39.9","40.5","15.8","23.2","9.6","10.8","37.9","3"
"Grand Forks County"," North Dakota","70770","12","6.3","7.7","30.6","20.4","10.6","10.9","31424","88775","22.8","23.3","9.5","32.8","36.2","22","18","10.1","13.6","30.3","3"
"Athens County"," Ohio","65818","6.7","5.4","12.6","31.2","19.4","11.6","11.4","12419","74974","38.6","13.6","15.3","28.9","36.4","23.7","18","6.8","15","30.1","3"
"Butler County"," Ohio","382378","11.8","7.6","7.8","20.1","25.1","13","13","32810","92165","33.1","18.7","10.5","29.2","36.7","18.8","21.9","6.6","16","37.3","3"
"Clark County"," Ohio","134585","11.3","7.2","7","17.7","23.9","13.7","16.5","30841","83981","34.4","12.9","6.2","19.2","27.1","18.6","19.5","8.7","26.2","41.5","3"
"Mahoning County"," Ohio","229642","10.7","5.3","7","17.5","23.3","15.3","17.4","29603","86749","36.5","16.8","8.8","25.6","34.1","20.5","22.1","7.5","15.8","43.3","3"
"Miami County"," Ohio","106222","12.8","6.2","6.3","16.7","24.7","14.1","17.6","37377","93037","35.3","16.3","7.8","24.1","39.9","13.4","19.9","6.9","19.9","42","3"
"Scioto County"," Ohio","75502","12.2","5.5","7.1","18.3","25.1","13.9","15.7","30796","88318","44.9","9.1","6","15.2","33.7","17.5","17.2","12.6","19.1","40.3","3"
"Cleveland County"," Oklahoma","281669","11.8","6","7.6","25.6","24.2","11.5","11.9","31848","87533","26.8","18.9","13.5","32.4","41.2","15.9","21.7","10","11.2","34.3","3"
"Muskogee County"," Oklahoma","68362","12.4","7.5","6.8","18.9","24.8","13","14.4","31381","77869","36.6","15.1","6.7","21.8","35.1","16.6","20.3","10.6","17.3","38.4","3"
"Clackamas County"," Oregon","416075","11.1","6.5","5.8","17.8","26.6","14.2","15.9","41655","112651","22.3","24.6","12.9","37.5","41.2","15.2","21.9","9.8","11.8","41.4","3"
"Deschutes County"," Oregon","191996","10.4","6.3","5.4","16.9","27","13.9","17.7","33553","92758","17.4","22.8","13.1","35.9","39.1","20.2","21.1","10.1","9.5","43.2","3"
"Klamath County"," Oregon","67653","12.8","5.4","7.1","18.2","21.6","13.4","19.3","26141","86287","30.1","13.7","7.5","21.3","31.4","20.5","20.2","12.5","15.4","41.8","3"
"Clearfield County"," Pennsylvania","79388","9.9","5.4","4.9","17.3","26.5","15.5","17.8","30604","81004","48.2","9.2","6.2","15.4","29.2","17","22","12.5","19.3","45.2","3"
"Philadelphia County"," Pennsylvania","1584138","12.5","6","6.1","26.1","24","11.7","11.9","32550","92844","33.1","17.7","13.2","30.9","39.7","22.5","19.7","5.6","12.5","34.5","3"
"Charleston County"," South Carolina","405905","11","5.7","5.6","23","25.2","13.2","14.2","38278","96270","22.8","28.8","16.6","45.4","44","18.3","21.2","8.1","8.5","38.2","3"
"Greenwood County"," South Carolina","70741","10.6","6.5","8.2","18.1","25.3","12.9","15.9","28462","64442","34","14.4","7.1","21.5","27.2","20.6","19","9.2","24","40.7","3"
"Horry County"," South Carolina","344147","9.4","5.3","5.8","16.7","23","15.5","22.5","26187","73047","32.9","15.8","8.1","23.9","28.3","26.7","24.2","10.6","10.2","46.3","3"
"Lancaster County"," South Carolina","95380","12.2","7","6","14.7","27","12.5","18.9","32404","95591","29.6","18.7","9.3","28","36.2","13.5","22.9","10.2","17.1","41.9","3"
"Pickens County"," South Carolina","124937","9.7","5.8","9.1","23.5","23.2","12.1","15.2","24639","81865","30.4","13.6","12.4","26","39","14.3","18.4","12.2","16.2","36.7","3"
"Blount County"," Tennessee","131349","11.6","4.9","6.5","17","25.1","14.3","18.8","31326","87065","35","15.4","9.1","24.5","33.2","19.9","23.5","8.7","14.7","43.7","3"
"Knox County"," Tennessee","465289","11.6","6","6.4","22.5","25.1","12.5","14","31988","87348","25.8","21.7","14.6","36.2","42.8","15.4","24.6","6.7","10.5","37.4","3"
"Putnam County"," Tennessee","78843","10.6","5.4","8.1","23","23.8","12.2","14.5","30171","73695","39.9","12.6","11.9","24.5","37.3","18.7","20.3","6.5","17.3","36.8","3"
"Sullivan County"," Tennessee","157668","9.8","6.3","5.6","16.8","25.3","14.1","19.7","30475","81164","33.4","16.2","8.3","24.5","40.2","16","23","8.8","12","45.2","3"
"Denton County"," Texas","859064","13.2","7.2","7.2","21.3","29.9","11.3","9.1","43005","115989","17.7","31.5","15.1","46.6","45.7","13.2","23.8","6.4","10.9","35.8","3"
"Kaufman County"," Texas","128622","14.6","8.3","8.5","18.3","27","11.7","10.4","31889","89230","30.6","13.4","6.8","20.2","30.8","19","22.5","14.1","13.6","35.2","4"
"Potter County"," Texas","119648","15.2","8.3","6.3","22.1","24.8","12","9.9","27900","71477","33.3","10.6","5.1","15.7","27.2","23","19.1","13.3","17.4","34","3"
"Randall County"," Texas","136271","12.7","7.1","7.4","20.9","24.5","12.2","13.2","39999","96799","21.8","25.8","9.6","35.3","39.2","16.6","22.6","8.8","12.9","36.1","3"
"Travis County"," Texas","1248743","12.2","6.1","6","26.7","28.8","10.5","8.8","41752","111021","16.1","32.3","19.6","51.9","50.1","14.9","20.4","7.6","7.1","34.5","3"
"Davis County"," Utah","351713","17.3","9.7","7.9","20.5","25.3","9.3","9.3","36681","104965","23.1","26.1","12.4","38.5","43","14.7","22.1","8.1","12.2","31.4","4"
"Arlington County"," Virginia","237521","11","4.7","3.8","31.1","29","9.9","9.1","71018","178191","8.6","35.5","40.7","76.2","67.9","9.6","14.7","4.4","3.3","34.7","3"
"Fauquier County"," Virginia","70675","10.9","8.1","6.7","17.5","25.5","14.6","15.6","49132","127900","24.6","24.7","14.4","39.1","45.7","14.2","21.4","11.2","7.5","40.6","3"
"Grays Harbor County"," Washington","73901","10.1","5.2","7.7","15.8","24.2","15","20","29266","82045","32.6","9.5","4.6","14.1","27.9","17.1","19.9","13.7","21.4","44.5","3"
"Manitowoc County"," Wisconsin","79074","11.6","4.9","5.7","15.5","25.6","16.3","17.2","35899","84520","37.3","16","5.9","21.8","30.4","14.8","19.9","10.3","24.5","45.2","3"
"Winnebago County"," Wisconsin","171020","11.1","5.8","6.9","21.8","24.3","13.8","13.8","33186","88579","32.6","18.3","6.9","25.2","31.1","16.5","23","6.9","22.5","38.8","3"
"Carolina Municipio"," Puerto Rico","147661","9.2","4.9","6.3","19","25.7","12.2","19.5","20488","49859","8.6","35.5","40.7","18.6","35.6","20.4","26.5","5","12.5","44",NULL
"San Juan Municipio"," Puerto Rico","320967","9.1","4.7","6.2","19.1","24.5","13.5","19.2","19523","55232","8.6","35.5","40.7","18.6","41.1","20.6","26.3","6","6","44.2",NULL
"Trujillo Alto Municipio"," Puerto Rico","63746","9.2","5.7","6.2","19.7","26.9","12.9","16.8","21142","49075","8.6","35.5","8.6","18.6","39.6","19.7","29.5","5.3","5.9","40.6",NULL
